,Drug IDs,NCBI_ID
1485,526,1511
1486,544,1511
1487,773,1511
1488,958,1511
1489,1030,1511
1490,1229,1511
1491,361,1991
1492,441,1991
1493,445,1991
1494,544,1991
1495,1030,1991
1496,361,1132
1497,441,1132
1498,445,1132
1499,544,1132
1500,773,1132
1501,1030,1132
1502,1229,1132
1503,361,1129
1504,441,1129
1505,445,1129
1506,526,1129
1507,544,1129
1508,773,1129
1509,958,1129
1510,1030,1129
1511,1229,1129
1512,12848,1129
1513,361,154
1514,441,154
1515,445,154
1516,526,154
1517,544,154
1518,773,154
1519,958,154
1520,1030,154
1521,1229,154
1522,317,2534
1523,361,2534
1524,441,2534
1525,445,2534
1526,526,2534
1527,544,2534
1528,773,2534
1529,958,2534
1530,1030,2534
1531,1229,2534
1532,1259,2534
1533,5220,2534
1534,5294,2534
1535,8865,2534
1536,8916,2534
1537,9073,2534
1538,11663,2534
1539,11689,2534
1540,11740,2534
1541,11805,2534
1542,12242,2534
1543,12848,2534
1544,317,3932
1545,361,3932
1546,441,3932
1547,445,3932
1548,526,3932
1549,544,3932
1550,773,3932
1551,958,3932
1552,1030,3932
1553,1229,3932
1554,1259,3932
1555,5220,3932
1556,5294,3932
1557,8865,3932
1558,8916,3932
1559,9073,3932
1560,11663,3932
1561,11689,3932
1562,11740,3932
1563,11805,3932
1564,12242,3932
1565,12848,3932
1566,361,1571
1567,441,1571
1568,445,1571
1569,526,1571
1570,544,1571
1571,958,1571
1572,1030,1571
1573,1229,1571
1574,317,2064
1575,361,2064
1576,441,2064
1577,445,2064
1578,526,2064
1579,544,2064
1580,773,2064
1581,958,2064
1582,1030,2064
1583,1229,2064
1584,1254,2064
1585,5220,2064
1586,5294,2064
1587,8865,2064
1588,11663,2064
1589,11689,2064
1590,12183,2064
1591,361,2908
1592,441,2908
1593,445,2908
1594,526,2908
1595,544,2908
1596,773,2908
1597,958,2908
1598,1030,2908
1599,1229,2908
1600,361,3156
1601,441,3156
1602,445,3156
1603,526,3156
1604,544,3156
1605,773,3156
1606,958,3156
1607,1030,3156
1608,1229,3156
1609,361,4312
1610,441,4312
1611,445,4312
1612,526,4312
1613,544,4312
1614,773,4312
1615,958,4312
1616,1030,4312
1617,1229,4312
1618,361,2099
1619,441,2099
1620,445,2099
1621,544,2099
1622,773,2099
1623,958,2099
1624,1030,2099
1625,1229,2099
1626,361,760
1627,441,760
1628,445,760
1629,526,760
1630,544,760
1631,773,760
1632,958,760
1633,1030,760
1634,1229,760
1635,361,1956
1636,441,1956
1637,445,1956
1638,526,1956
1639,544,1956
1640,773,1956
1641,958,1956
1642,1030,1956
1643,1229,1956
1644,1254,1956
1645,5220,1956
1646,8865,1956
1647,11663,1956
1648,11689,1956
1649,11805,1956
1650,12183,1956
1651,773,11309
1652,1030,11309
1653,1229,11309
1654,5482,11309
1655,958,7398
1656,1229,7398
1657,361,8654
1658,441,8654
1659,445,8654
1660,526,8654
1661,544,8654
1662,773,8654
1663,958,8654
1664,1030,8654
1665,1229,8654
1666,317,51053
1667,544,51053
1668,773,51053
1669,1229,51053
1670,1254,51053
1671,5294,51053
1672,526,6580
1673,544,6580
1674,1229,4864
1675,544,10919
1676,5294,10919
1677,361,2648
1678,958,2648
1679,544,2237
1680,1229,7068
1681,1030,6582
1682,544,328
1683,958,328
1684,544,10951
1685,773,10951
1686,1229,10951
1687,1259,4790
1688,544,7253
1689,1254,1636
1690,317,2932
1691,1254,2932
1692,1259,2932
1693,5220,2932
1694,5294,2932
1695,8865,2932
1696,8916,2932
1697,9073,2932
1698,11663,2932
1699,11689,2932
1700,11740,2932
1701,11805,2932
1702,12848,2932
1703,958,246
1704,544,351
1705,317,247
1706,958,3028
1707,1229,3028
1708,1229,5965
1709,773,836
1710,544,7066
1711,1229,7066
1712,958,55775
1713,1229,641
1714,544,410
1715,317,4000
1716,544,4000
1717,1229,4000
1718,544,216
1719,958,216
1720,544,5376
1721,1229,5376
1722,1229,5999
1723,317,6714
1724,1229,6714
1725,1259,6714
1726,5220,6714
1727,5294,6714
1728,8865,6714
1729,8916,6714
1730,11663,6714
1731,11689,6714
1732,11805,6714
1733,12242,6714
1734,544,3725
1735,1259,3725
1736,958,51426
1737,544,9971
1738,1229,5300
1739,317,5347
1740,1254,5347
1741,1259,5347
1742,5220,5347
1743,5294,5347
1744,8865,5347
1745,8916,5347
1746,11663,5347
1747,11689,5347
1748,958,3248
1749,317,4137
1750,544,4137
1751,958,4137
1752,1259,3315
1753,1254,2744
1754,958,390245
1755,317,1445
1756,1259,1445
1757,5294,1445
1758,8865,1445
1759,8916,1445
1760,11663,1445
1761,11689,1445
1762,11805,1445
1763,12242,1445
1764,958,840
1765,1030,3091
1766,1229,3091
1767,773,213
1768,5482,213
1769,9074,213
1770,12015,213
1771,1229,6622
1772,544,3576
1773,1229,9099
1774,544,7157
1775,1229,7157
1776,12015,7157
1777,544,4154
1778,773,472
1779,12015,472
1780,361,4088
1781,1229,4088
1782,1254,4088
1783,544,3043
1784,317,238
1785,1254,238
1786,1259,238
1787,5220,238
1788,5294,238
1789,8916,238
1790,9073,238
1791,11663,238
1792,11689,238
1793,11740,238
1794,12848,238
1795,317,83942
1796,1254,83942
1797,1259,83942
1798,5220,83942
1799,5294,83942
1800,8865,83942
1801,8916,83942
1802,11663,83942
1803,11689,83942
1804,12008,83942
1805,317,9212
1806,1254,9212
1807,1259,9212
1808,5220,9212
1809,5294,9212
1810,8865,9212
1811,8916,9212
1812,9073,9212
1813,11663,9212
1814,11689,9212
1815,11740,9212
1816,11805,9212
1817,12242,9212
1818,12588,9212
1819,12848,9212
1820,8916,132
1821,11740,132
1822,12183,132
1823,317,9261
1824,1254,9261
1825,1259,9261
1826,5220,9261
1827,5294,9261
1828,8865,9261
1829,8916,9261
1830,11663,9261
1831,11689,9261
1832,317,208
1833,1254,208
1834,1259,208
1835,5220,208
1836,5294,208
1837,8865,208
1838,8916,208
1839,11663,208
1840,11689,208
1841,12218,208
1842,317,558
1843,1254,558
1844,1259,558
1845,5294,558
1846,8865,558
1847,8916,558
1848,11663,558
1849,11689,558
1850,12048,558
1851,317,673
1852,1254,673
1853,1259,673
1854,5294,673
1855,8865,673
1856,8916,673
1857,11663,673
1858,11689,673
1859,317,4233
1860,1254,4233
1861,1259,4233
1862,5220,4233
1863,5294,4233
1864,8865,4233
1865,8916,4233
1866,9073,4233
1867,11663,4233
1868,11689,4233
1869,11740,4233
1870,12048,4233
1871,12848,4233
1872,1229,7083
1873,317,25
1874,1229,25
1875,1259,25
1876,5220,25
1877,5294,25
1878,8865,25
1879,8916,25
1880,9073,25
1881,11663,25
1882,11689,25
1883,11740,25
1884,11805,25
1885,12848,25
1886,317,6790
1887,1254,6790
1888,1259,6790
1889,5294,6790
1890,8865,6790
1891,8916,6790
1892,9073,6790
1893,11663,6790
1894,11689,6790
1895,12848,6790
1896,317,1111
1897,773,1111
1898,1254,1111
1899,1259,1111
1900,5220,1111
1901,5294,1111
1902,8865,1111
1903,8916,1111
1904,9073,1111
1905,11663,1111
1906,11689,1111
1907,11740,1111
1908,12008,1111
1909,12242,1111
1910,12848,1111
1911,317,4217
1912,1254,4217
1913,1259,4217
1914,5294,4217
1915,8865,4217
1916,8916,4217
1917,11663,4217
1918,11689,4217
1919,317,2066
1920,1254,2066
1921,1259,2066
1922,5220,2066
1923,5294,2066
1924,8865,2066
1925,11663,2066
1926,11689,2066
1927,317,6093
1928,1254,6093
1929,1259,6093
1930,5220,6093
1931,5294,6093
1932,8865,6093
1933,8916,6093
1934,9073,6093
1935,11663,6093
1936,11689,6093
1937,11740,6093
1938,12218,6093
1939,12848,6093
1940,317,5062
1941,1254,5062
1942,1259,5062
1943,5294,5062
1944,8865,5062
1945,8916,5062
1946,11663,5062
1947,11689,5062
1948,317,3702
1949,1254,3702
1950,1259,3702
1951,5220,3702
1952,5294,3702
1953,8865,3702
1954,8916,3702
1955,11663,3702
1956,11689,3702
1957,317,5747
1958,1254,5747
1959,1259,5747
1960,5220,5747
1961,5294,5747
1962,8865,5747
1963,8916,5747
1964,9073,5747
1965,11663,5747
1966,11689,5747
1967,11740,5747
1968,12242,5747
1969,12588,5747
1970,12848,5747
1971,317,5604
1972,1254,5604
1973,1259,5604
1974,5220,5604
1975,5294,5604
1976,8865,5604
1977,8916,5604
1978,9073,5604
1979,11663,5604
1980,11740,5604
1981,11982,5604
1982,12218,5604
1983,12242,5604
1984,12848,5604
1985,317,3718
1986,1254,3718
1987,1259,3718
1988,5220,3718
1989,5294,3718
1990,8865,3718
1991,8916,3718
1992,9073,3718
1993,11663,3718
1994,11689,3718
1995,11740,3718
1996,12588,3718
1997,12848,3718
1998,317,5294
1999,1254,5294
2000,1259,5294
2001,5294,5294
2002,8865,5294
2003,8916,5294
2004,11663,5294
2005,11666,5294
2006,11689,5294
2007,12015,5294
2008,12108,5294
2009,15029,5294
2010,317,5601
2011,1254,5601
2012,1259,5601
2013,5220,5601
2014,5294,5601
2015,8865,5601
2016,8916,5601
2017,9073,5601
2018,11663,5601
2019,11689,5601
2020,11740,5601
2021,12848,5601
2022,317,5599
2023,1254,5599
2024,1259,5599
2025,5220,5599
2026,5294,5599
2027,8865,5599
2028,8916,5599
2029,9073,5599
2030,11663,5599
2031,11689,5599
2032,11740,5599
2033,12848,5599
2034,317,6850
2035,1254,6850
2036,1259,6850
2037,5220,6850
2038,5294,6850
2039,8865,6850
2040,8916,6850
2041,11663,6850
2042,11689,6850
2043,11740,6850
2044,12242,6850
2045,317,5290
2046,1254,5290
2047,1259,5290
2048,5294,5290
2049,8865,5290
2050,8916,5290
2051,11663,5290
2052,11666,5290
2053,11689,5290
2054,12108,5290
2055,15029,5290
2056,317,207
2057,1030,207
2058,1254,207
2059,1259,207
2060,5220,207
2061,5294,207
2062,8865,207
2063,8916,207
2064,11663,207
2065,11689,207
2066,12218,207
2067,317,5292
2068,1254,5292
2069,1259,5292
2070,5220,5292
2071,5294,5292
2072,8865,5292
2073,8916,5292
2074,9073,5292
2075,11663,5292
2076,11689,5292
2077,11740,5292
2078,12183,5292
2079,12848,5292
2080,317,3480
2081,1254,3480
2082,1259,3480
2083,5220,3480
2084,5294,3480
2085,8865,3480
2086,8916,3480
2087,9073,3480
2088,11663,3480
2089,11689,3480
2090,11740,3480
2091,12848,3480
2092,317,2242
2093,1254,2242
2094,1259,2242
2095,5220,2242
2096,5294,2242
2097,8865,2242
2098,8916,2242
2099,11663,2242
2100,11689,2242
2101,12242,2242
2102,317,983
2103,1254,983
2104,1259,983
2105,5220,983
2106,5294,983
2107,8865,983
2108,9073,983
2109,317,5894
2110,1254,5894
2111,1259,5894
2112,5294,5894
2113,8865,5894
2114,8916,5894
2115,11663,5894
2116,11689,5894
2117,317,8767
2118,1254,8767
2119,1259,8767
2120,5294,8767
2121,8865,8767
2122,8916,8767
2123,11663,8767
2124,11689,8767
2125,11805,8767
2126,12183,8767
2127,317,3551
2128,1254,3551
2129,1259,3551
2130,5294,3551
2131,8865,3551
2132,8916,3551
2133,11663,3551
2134,11689,3551
2135,317,5293
2136,1254,5293
2137,1259,5293
2138,5294,5293
2139,8865,5293
2140,8916,5293
2141,9073,5293
2142,11663,5293
2143,11666,5293
2144,11689,5293
2145,12015,5293
2146,12108,5293
2147,15029,5293
2148,317,6446
2149,1254,6446
2150,1259,6446
2151,5220,6446
2152,5294,6446
2153,12848,1558
2154,1254,6331
2155,1259,6331
2156,544,3417
2157,1229,3417
2158,5482,54600
2159,12015,545
2160,317,5591
2161,1254,5591
2162,11663,5591
2163,12015,5591
2164,12108,5591
2165,317,2475
2166,544,2475
2167,1229,2475
2168,1254,2475
2169,1259,2475
2170,5294,2475
2171,8865,2475
2172,8916,2475
2173,11663,2475
2174,11666,2475
2175,11689,2475
2176,11925,2475
2177,12015,2475
2178,12108,2475
2179,12774,2475
2180,317,5291
2181,1254,5291
2182,1259,5291
2183,5294,5291
2184,8865,5291
2185,8916,5291
2186,11663,5291
2187,11666,5291
2188,11689,5291
2189,12015,5291
2190,12108,5291
2191,15029,5291
2192,12848,10846
2193,1254,3752
2194,1259,3752
2195,12848,50940
2196,12848,5139
2197,1254,775
2198,1259,775
2199,12848,5144
2200,12848,5136
2201,12848,5138
2202,12588,6774
2203,1229,387129
2204,773,7150
2205,1259,10013
2206,5482,10013
2207,773,3065
2208,1259,3065
2209,5482,3065
2210,12848,5140
2211,544,3064
2212,1254,3064
2213,5294,3064
2214,317,7525
2215,1259,7525
2216,5220,7525
2217,5294,7525
2218,8865,7525
2219,8916,7525
2220,9073,7525
2221,11663,7525
2222,11689,7525
2223,11740,7525
2224,11805,7525
2225,12242,7525
2226,12848,7525
2227,5482,7366
2228,1229,9367
2229,12848,5137
2230,5220,2554
2231,1259,55869
2232,5482,55869
2233,317,2931
2234,1254,2931
2235,1259,2931
2236,5220,2931
2237,5294,2931
2238,8865,2931
2239,8916,2931
2240,9073,2931
2241,11663,2931
2242,11689,2931
2243,11740,2931
2244,12848,2931
2245,1259,8841
2246,5482,54577
2247,11740,8644
2248,317,4216
2249,1254,4216
2250,1259,4216
2251,5294,4216
2252,8865,4216
2253,8916,4216
2254,11663,4216
2255,11689,4216
2256,11740,4216
2257,317,1456
2258,1254,1456
2259,1259,1456
2260,5220,1456
2261,5294,1456
2262,8865,1456
2263,8916,1456
2264,11663,1456
2265,11689,1456
2266,317,8428
2267,1254,8428
2268,1259,8428
2269,5220,8428
2270,5294,8428
2271,8865,8428
2272,8916,8428
2273,11663,8428
2274,11689,8428
2275,317,11213
2276,1254,11213
2277,1259,11213
2278,5294,11213
2279,8865,11213
2280,8916,11213
2281,11663,11213
2282,11689,11213
2283,317,9578
2284,1254,9578
2285,1259,9578
2286,5294,9578
2287,8865,9578
2288,8916,9578
2289,11663,9578
2290,11689,9578
2291,317,11035
2292,11805,11035
2293,12183,11035
2294,317,11183
2295,1254,11183
2296,1259,11183
2297,5220,11183
2298,5294,11183
2299,8865,11183
2300,8916,11183
2301,9073,11183
2302,11663,11183
2303,11689,11183
2304,11740,11183
2305,11805,11183
2306,12242,11183
2307,317,9149
2308,1254,9149
2309,1259,9149
2310,5220,9149
2311,5294,9149
2312,8865,9149
2313,8916,9149
2314,9073,9149
2315,11663,9149
2316,11689,9149
2317,11740,9149
2318,12848,9149
2319,317,65268
2320,1254,65268
2321,1259,65268
2322,5294,65268
2323,317,10746
2324,1254,10746
2325,1259,10746
2326,5294,10746
2327,8865,10746
2328,8916,10746
2329,11663,10746
2330,11689,10746
2331,317,23387
2332,1254,23387
2333,1259,23387
2334,5294,23387
2335,8865,23387
2336,8916,23387
2337,11663,23387
2338,11689,23387
2339,11805,23387
2340,12242,23387
2341,317,22983
2342,1254,22983
2343,1259,22983
2344,5294,22983
2345,8865,22983
2346,8916,22983
2347,11663,22983
2348,11689,22983
2349,317,23012
2350,1254,23012
2351,1259,23012
2352,5294,23012
2353,8865,23012
2354,8916,23012
2355,11663,23012
2356,11689,23012
2357,317,10000
2358,1254,10000
2359,1259,10000
2360,5220,10000
2361,5294,10000
2362,8865,10000
2363,8916,10000
2364,11663,10000
2365,11689,10000
2366,12218,10000
2367,317,815
2368,1254,815
2369,1259,815
2370,5220,815
2371,5294,815
2372,8865,815
2373,8916,815
2374,9073,815
2375,11663,815
2376,11689,815
2377,11740,815
2378,12848,815
2379,317,6795
2380,1254,6795
2381,1259,6795
2382,5294,6795
2383,8865,6795
2384,8916,6795
2385,11663,6795
2386,11689,6795
2387,317,728642
2388,1254,728642
2389,1259,728642
2390,5294,728642
2391,8865,728642
2392,8916,728642
2393,11663,728642
2394,11689,728642
2395,317,26576
2396,1254,26576
2397,1259,26576
2398,5294,26576
2399,8865,26576
2400,8916,26576
2401,11663,26576
2402,11689,26576
2403,317,9344
2404,1254,9344
2405,1259,9344
2406,5294,9344
2407,8865,9344
2408,8916,9344
2409,9073,9344
2410,11663,9344
2411,11689,9344
2412,317,9874
2413,1254,9874
2414,1259,9874
2415,5294,9874
2416,8865,9874
2417,8916,9874
2418,11663,9874
2419,11689,9874
2420,317,23043
2421,1254,23043
2422,1259,23043
2423,5294,23043
2424,8865,23043
2425,8916,23043
2426,11663,23043
2427,11689,23043
2428,11805,23043
2429,12242,23043
2430,317,27330
2431,1254,27330
2432,1259,27330
2433,5294,27330
2434,8865,27330
2435,8916,27330
2436,11663,27330
2437,11689,27330
2438,12242,27330
2439,317,23604
2440,1254,23604
2441,1259,23604
2442,5294,23604
2443,8865,23604
2444,8916,23604
2445,11663,23604
2446,11689,23604
2447,317,29110
2448,1254,29110
2449,1259,29110
2450,5220,29110
2451,5294,29110
2452,8865,29110
2453,8916,29110
2454,9073,29110
2455,11663,29110
2456,11689,29110
2457,11740,29110
2458,12008,29110
2459,12848,29110
2460,317,285220
2461,1254,285220
2462,1259,285220
2463,5294,285220
2464,8865,285220
2465,8916,285220
2466,11663,285220
2467,11689,285220
2468,317,27347
2469,1254,27347
2470,1259,27347
2471,5294,27347
2472,8865,27347
2473,8916,27347
2474,11663,27347
2475,11689,27347
2476,317,9263
2477,1254,9263
2478,1259,9263
2479,5220,9263
2480,5294,9263
2481,8865,9263
2482,8916,9263
2483,11663,9263
2484,11689,9263
2485,12008,9263
2486,317,6199
2487,1254,6199
2488,1259,6199
2489,5294,6199
2490,317,5298
2491,1254,5298
2492,1259,5298
2493,5294,5298
2494,8865,5298
2495,8916,5298
2496,11663,5298
2497,11666,5298
2498,11689,5298
2499,317,51701
2500,1254,51701
2501,1259,51701
2502,5294,51701
2503,8865,51701
2504,8916,51701
2505,11663,51701
2506,11689,51701
2507,317,440275
2508,1254,440275
2509,1259,440275
2510,5294,440275
2511,8865,440275
2512,8916,440275
2513,11663,440275
2514,11689,440275
2515,317,51765
2516,1254,51765
2517,1259,51765
2518,5294,51765
2519,8865,51765
2520,8916,51765
2521,11663,51765
2522,11689,51765
2523,317,11040
2524,1254,11040
2525,1259,11040
2526,5220,11040
2527,5294,11040
2528,8865,11040
2529,8916,11040
2530,11663,11040
2531,11689,11040
2532,317,4139
2533,1254,4139
2534,1259,4139
2535,5294,4139
2536,8865,4139
2537,8916,4139
2538,11663,4139
2539,11689,4139
2540,12008,4139
2541,317,10769
2542,1254,10769
2543,1259,10769
2544,5294,10769
2545,8865,10769
2546,8916,10769
2547,11663,10769
2548,11689,10769
2549,317,55351
2550,1254,55351
2551,1259,55351
2552,5294,55351
2553,8865,55351
2554,8916,55351
2555,11663,55351
2556,11689,55351
2557,317,51135
2558,1254,51135
2559,1259,51135
2560,5220,51135
2561,5294,51135
2562,8865,51135
2563,8916,51135
2564,11663,51135
2565,11689,51135
2566,12242,51135
2567,317,55589
2568,1254,55589
2569,1259,55589
2570,5294,55589
2571,8865,55589
2572,8916,55589
2573,9073,55589
2574,11663,55589
2575,11689,55589
2576,12242,55589
2577,317,27148
2578,1254,27148
2579,1259,27148
2580,5294,27148
2581,8865,27148
2582,8916,27148
2583,11663,27148
2584,11689,27148
2585,317,26524
2586,1254,26524
2587,1259,26524
2588,5294,26524
2589,8865,26524
2590,8916,26524
2591,11663,26524
2592,11689,26524
2593,317,54861
2594,1254,54861
2595,1259,54861
2596,5294,54861
2597,8865,54861
2598,8916,54861
2599,11663,54861
2600,11689,54861
2601,317,8798
2602,1254,8798
2603,1259,8798
2604,5220,8798
2605,5294,8798
2606,317,56924
2607,1254,56924
2608,1259,56924
2609,5294,56924
2610,8865,56924
2611,8916,56924
2612,11663,56924
2613,11689,56924
2614,317,53944
2615,1254,53944
2616,1259,53944
2617,5220,53944
2618,5294,53944
2619,8865,53944
2620,8916,53944
2621,11663,53944
2622,11689,53944
2623,317,10783
2624,1254,10783
2625,1259,10783
2626,5294,10783
2627,8865,10783
2628,8916,10783
2629,11663,10783
2630,11689,10783
2631,317,10110
2632,1254,10110
2633,1259,10110
2634,5220,10110
2635,5294,10110
2636,317,2872
2637,1254,2872
2638,1259,2872
2639,5220,2872
2640,5294,2872
2641,8865,2872
2642,8916,2872
2643,11663,2872
2644,11689,2872
2645,317,57396
2646,1254,57396
2647,1259,57396
2648,5220,57396
2649,5294,57396
2650,8865,57396
2651,8916,57396
2652,9073,57396
2653,11663,57396
2654,11689,57396
2655,11740,57396
2656,12218,57396
2657,12848,57396
2658,317,1263
2659,1254,1263
2660,1259,1263
2661,5220,1263
2662,5294,1263
2663,8865,1263
2664,8916,1263
2665,11663,1263
2666,11689,1263
2667,317,10114
2668,1254,10114
2669,1259,10114
2670,5294,10114
2671,8865,10114
2672,8916,10114
2673,11663,10114
2674,11689,10114
2675,317,6725
2676,1254,6725
2677,1259,6725
2678,5220,6725
2679,5294,6725
2680,8865,6725
2681,8916,6725
2682,11663,6725
2683,11689,6725
2684,317,28996
2685,1254,28996
2686,1259,28996
2687,5220,28996
2688,5294,28996
2689,8865,28996
2690,8916,28996
2691,11663,28996
2692,11689,28996
2693,317,51347
2694,1254,51347
2695,1259,51347
2696,5294,51347
2697,8865,51347
2698,8916,51347
2699,9073,51347
2700,11663,51347
2701,11689,51347
2702,317,9748
2703,1254,9748
2704,1259,9748
2705,5220,9748
2706,5294,9748
2707,8865,9748
2708,8916,9748
2709,11663,9748
2710,11689,9748
2711,11805,9748
2712,12242,9748
2713,12588,9748
2714,317,85366
2715,1254,85366
2716,1259,85366
2717,5294,85366
2718,8865,85366
2719,8916,85366
2720,11663,85366
2721,11689,85366
2722,317,23235
2723,1254,23235
2724,1259,23235
2725,5294,23235
2726,8865,23235
2727,8916,23235
2728,11663,23235
2729,11689,23235
2730,11805,23235
2731,12242,23235
2732,317,81788
2733,1254,81788
2734,1259,81788
2735,5294,81788
2736,8865,81788
2737,8916,81788
2738,11663,81788
2739,11689,81788
2740,317,85443
2741,1254,85443
2742,1259,85443
2743,5294,85443
2744,8865,85443
2745,8916,85443
2746,11663,85443
2747,11689,85443
2748,317,25865
2749,1254,25865
2750,1259,25865
2751,5220,25865
2752,5294,25865
2753,8865,25865
2754,8916,25865
2755,9073,25865
2756,11663,25865
2757,11689,25865
2758,12218,25865
2759,12242,25865
2760,317,65975
2761,1254,65975
2762,1259,65975
2763,5294,65975
2764,8865,65975
2765,8916,65975
2766,11663,65975
2767,11689,65975
2768,317,65267
2769,1254,65267
2770,1259,65267
2771,5294,65267
2772,317,140803
2773,1259,140803
2774,5294,140803
2775,8865,140803
2776,8916,140803
2777,11663,140803
2778,11689,140803
2779,317,23097
2780,1254,23097
2781,1259,23097
2782,5294,23097
2783,8865,23097
2784,8916,23097
2785,11663,23097
2786,11689,23097
2787,11740,23097
2788,317,55781
2789,1254,55781
2790,1259,55781
2791,5294,55781
2792,8865,55781
2793,8916,55781
2794,11663,55781
2795,11689,55781
2796,317,8569
2797,1254,8569
2798,1259,8569
2799,5294,8569
2800,8865,8569
2801,8916,8569
2802,11663,8569
2803,11689,8569
2804,317,83732
2805,1254,83732
2806,1259,83732
2807,5294,83732
2808,8865,83732
2809,8916,83732
2810,11663,83732
2811,11689,83732
2812,317,27102
2813,1254,27102
2814,1259,27102
2815,5294,27102
2816,8865,27102
2817,8916,27102
2818,11663,27102
2819,11689,27102
2820,317,7443
2821,1254,7443
2822,1259,7443
2823,5294,7443
2824,317,4215
2825,1254,4215
